bmrs_id,repd_id,name,capacity,turbine_capacity,turbine_count,lon,lat,gen_type
[],[3113],Bin Mountain,9,[1.5],[6.0],-7.6130144,54.634267,
[],[3117],Ardrossan,24,[2.0],[12.0],-4.8123484,55.6838441,
[],[3118],Owenreagh Wind Farm,5,[0.5],[10.0],-7.3362009,54.8131449,
[],[3126],Boulfruich,13,[0.85],[15.0],-3.4386999,58.3006642,
[],[3128],Bicker Fen,26.7,[2.0],[13.0],-0.2258446,52.93284,
[],[3132],Glass Moor,16,[2.0],[8.0],-0.1036911,52.5082222,
[],[3133],Gedney Marsh,12,[2.0],[6.0],0.1042793,52.8377539,
[],[3135],Ben Aketil,23,[2.3],[10.0],-6.4754803,57.4414745,
[],[3147],Knabs Ridge Windfarm,16,[2.0],[8.0],-1.6486284,53.9979942,
[],[3149],Kelburn,28,[2.0],[14.0],-4.7970088,55.7585226,
[],[3155],Ramsey 1,1.8,[1.8],[1.0],-0.1192503,52.466001,
[],[3157],Bambers Farm,9.6,[0.6],[8.0],0.2365474,53.319628,
[],[3158],Ford Wind Park - Dagenham,5.9,[2.96],[2.0],0.1651236,51.5142326,
[],[3171],Caton Moor Windfarm Repowering,16,[2.0],[8.0],-2.6576378,54.0694491,
[],[3172],Moel Maelogen A Phase 2,11.7,[1.3],[8.0],-3.7226159,53.1279694,
[],[3177],Scout Moor Windfarm,65,[2.5],[26.0],-2.2562703,53.6583817,
[],[3186],The Hollies,2.6,[1.3],[2.0],0.234334,53.143945,
[],[3194],Avonmouth Port,6,[2.0],[3.0],-2.7093117,51.511443,
[],[3200],Dummuie,12.3,[1.75],[7.0],-2.7270902,57.4110534,
[],[3201],Earlsburn,37.5,[2.5],[14.0],-4.1086102,56.0799678,
[],[3205],Achany Wind Farm,38,[2.0],[19.0],-4.5180475,58.0011912,
[],[3207],Bilbster Wind Farm,3.9,[1.3],[3.0],-3.2470534,58.4477769,
[],[3210],Green Park,2,[2.0],[1.0],-0.9855823,51.4186559,
[],[3214],Carcant Windfarm,6,[2.0],[3.0],-3.0225064,55.7683536,
[],[3218],Butterwick Moor,20.5,[2.05],[10.0],-1.3863463,54.6686176,
[],[3220],Hagshaw Hill Wind Farm Extension,26,[1.3],[20.0],-3.9013791,55.5557371,
[],[3229],Llangwyryfon,9.4,[0.85],[11.0],-4.0235926,52.3054551,
[],[3232],Pates Hill,14,[2.0],[7.0],-3.6014632,55.8103745,
[],[3233],Roskrow Wind Turbines,1.7,[0.85],[2.0],-5.1410116,50.1753746,
[],[3236],Greendykeside,4,[2.0],[2.0],-3.900632,55.9115282,
[],[3241],Gruig Wind Farm,25,[2.5],[10.0],-6.2454981,55.0255509,
[],[3243],Curryfree Wind Farm,15,[2.5],[6.0],-7.310173,54.9285809,
[],[3244],Altahullion Phase II,11.7,[1.3],[9.0],-7.0250663,54.9597694,
[],[3247],Loscar Farm,4.5,[1.3],[3.0],-1.2373097,53.3131408,
[],[3248],Langley Moor,8,[2.0],[4.0],-1.6919456,54.8202021,
[],[3264],Westmill Wind Farm,6.5,[1.3],[5.0],-1.6530919,51.6208141,
[],[3272],Lodge Farm 1,1,[1.0],[1.0],-5.0606003,51.7255989,
[],[3277],"Carno 'A'and 'B' Wind Farm, (Extension)",15.6,[1.3],[12.0],-3.5971467,52.5527928,
[],[3285],Achairn,6.2,[2.05],[3.0],-3.2024953,58.4367538,
[],[3290],High Hedley Hope 2 (Extension),5.2,[1.3],[4.0],-1.7692552,54.7630997,
[],[3295],Beinn Ghlas Wind Farm,7.8,[0.55],[14.0],-5.2759181,56.3818385,
[],[3297],Meall an Tuirc Wind Farm,17,[0.0],[34.0],-4.437208,57.7140619,
[],[3299],Roughside Hill,30,[1.25],[24.0],-3.1295832,55.71342,
[],[3300],Bowbeat Wind Farm,31.2,[1.3],[24.0],-3.1295832,55.71342,
[],[3301],Hagshaw Hill Wind Farm,7.8,[0.6],[13.0],-3.9013791,55.5557371,
[],[3306],Arnish Moor,3.9,[1.3],[3.0],-6.4398498,58.177469,
[],[3307],Burgar Hill,5,[2.5],[2.0],-3.1540945,59.1176021,
[],[3308],Thorfinn Wind Farm - NM2000,2.3,[1.15],[2.0],-3.144341,59.1133856,
[],[3309],Hill of Lybster,4.9,[1.3],[4.0],-3.6883892,58.603924,
[],[3310],Burradale Hill,3.7,[0.75],[5.0],-1.2388616,60.163509,
[],[3313],Castle Pill - Repowering,3.2,[0.8],[4.0],-5.0057186,51.7187346,
[],[3354],Weston Airfield Wind Turbines,3.6,[1.8],[2.0],1.1110899,52.6915381,
[],[3359],Orton Park Farm,1.6,[0.8],[2.0],-3.0127252,54.8632439,
[],[3361],PROMISED LAND FARM,1,[0.5],[2.0],-2.7384538,53.5120167,
[],[3368],Nethercott Farm,1.5,[0.5],[3.0],-4.3236502,50.7434882,
[],[3370],Bonerbo Wind Turbines,1.5,[0.5],[3.0],-2.7481151,56.2606832,
[],[3378],Princes Gate Spring Water,1.6,[0.8],[2.0],-4.6812536,51.7714987,
[],[3380],Phase 1 Bettyhill Wind Farm,5,[2.5],[2.0],-4.1680064,58.5158653,
[],[3382],Sibelco Brassington,2.3,[2.5],[1.0],-1.6268187,53.0908444,
[],[3390],Lambrigg Wind Farm,6.5,[1.3],[5.0],-2.6338602,54.3358856,
[],[3391],Askam,4.6,[0.66],[7.0],-3.178353,54.1866024,
[],[3392],Bears Down Wind Farm,9.8,[0.6],[16.0],-4.9583619,50.4722307,
[],[3396],Welton Of Creuchies,9.2,[2.3],[4.0],-3.3117187,56.631147,
[],[3398],Droop Hill Wind Farm x,4.6,[2.3],[2.0],-2.4020759,56.9243697,
[],[3404],Haddo,4.6,[2.3],[2.0],-2.305135,57.4291554,
[],[3415],Tod Hill Farm Wind Turbines,12,[3.0],[4.0],-3.8675644,56.0306601,
[],[3432],Royd Moor,5.9,[0.45],[13.0],-1.6877129,53.5375116,
[],[3433],Stroupster Wind Farm - additional turbine,2.3,[2.3],[1.0],-3.1380267,58.579174,
[],[3437],Little Belhus Restoration Site,1,[0.5],[2.0],0.2765456,51.519776,
[],[3449],Fen Farm,16,[0.8],[20.0],0.0815821,53.4265364,
[],[3450],Darracott Moor,2.6,[0.85],[3.0],-4.1204382,50.9713093,
[],[3453],Lochhead Farm,6,[2.0],[3.0],-3.9392583,55.7009094,
[],[3458],Crimp Wind Farm,2.4,[0.8],[3.0],-4.4965357,50.9082915,
[],[3467],Tangy Wind Farm/Tangy 1,12.8,[0.85],[15.0],-5.6792367,55.494734,
[],[3479],Coldham Hall,14,[1.75],[8.0],0.1502263,52.5825452,
[],[3480],Whitemill Wind Farm,14,[2.0],[7.0],0.1471121,52.57507,
[],[3487],Green Knowes,27,[1.5],[18.0],-3.6507778,56.2441326,
[],[3491],Great Orton,4,[0.66],[6.0],-3.0710628,54.8720048,
[],[3492],Winscales Phase I and II,8.8,[0.8],[11.0],-3.5012035,54.6315957,
[],[3494],Holmside Hall,2.8,[1.37],[2.0],-1.6867771,54.8474767,
[],[3495],High Volts Wind Farm,5.5,[1.83],[3.0],-1.288411,54.6965302,
[],[3496],Hare Hill,1.3,[1.3],[1.0],-1.4164854,54.7628843,
[],[3504],Great Eppleton Farm Repowering,8.2,[2.0],[4.0],-1.4283789,54.8327632,
[],[3507],Haswell Moor,10,[2.0],[5.0],-1.4477259,54.7738943,
[],[3511],Cold Northcott,6.6,[0.3],[22.0],-4.5354342,50.6417756,
[],[3524],Upper Ardgrain Wind Farm,2.4,[0.8],[3.0],-2.0641881,57.4017472,
[],[3529],Rothiesholm,2.7,[0.9],[3.0],-2.6616646,59.0828686,
[],[3532],Hill of Easterton,2.5,[2.5],[1.0],-2.3936792,57.376506,
[],[3533],Port of Liverpool - wind,10,[2.5],[4.0],-3.0111437,53.4423369,
[],[3538],Glenkerie Wind Farm,22,[2.0],[11.0],-3.4475425,55.5381359,
[],[3539],Lissett Airfield Wind Farm,30,[2.5],[12.0],-0.2788963,54.0026297,
[],[3552],Rheidol Wind Farm,2.4,[0.3],[8.0],-3.8783361,52.4088971,
[],[3554],Deucheran Hill,15.8,[1.75],[9.0],-5.5605151,55.637658,
[],[3570],Dun Law,17.2,[0.66],[26.0],-2.8429565,55.8066372,
[],[3574],Black Hill (Borders),28.6,[1.3],[22.0],-2.4400514,55.7975995,
[],[3575],Altahullion,26,[1.3],[20.0],-7.0317722,54.9627838,
[],[3578],Four Burrows Wind Farm,4.5,[0.3],[15.0],-5.1315191,50.2910153,
[],[3581],Lochelbank Wind Farm II,9.6,[0.8],[12.0],-3.4296536,56.3073115,
[],[3585],Cruach Mhor,33.3,[0.95],[35.0],-5.1530762,56.042854,
[],[3592],Wern Ddu Wind Farm,9.2,[2.3],[4.0],-3.4095582,53.0211137,
[],[3593],Hagshaw Hill Wind Farm,7.8,[0.6],[13.0],-3.9013791,55.5557371,
[],[3594],Muirake,4.6,[2.3],[2.0],-2.7371774,57.6101288,
[],[3602],Rusholme Wind Farm,24,[2.0],[12.0],-0.9348135,53.7248544,
[],[3605],Longpark,38,[2.0],[19.0],-2.8427562,55.6707543,
[],[3606],Walkway,14,[2.0],[7.0],-1.3782145,54.6643036,
[],[3607],Coldham,16,[2.0],[8.0],0.1421278,52.5914474,
[],[3608],Red Tile,24,[2.0],[12.0],-0.0254354,52.4334379,
[],[3609],Deeping St Nicholas Wind Farm,16.4,[2.0],[8.0],-0.2284007,52.7350376,
[],[3611],Lowca Wind Farm,4.7,[0.67],[7.0],-3.5770799,54.593795,
[],[3613],Fairfield Farm,6.5,[1.3],[5.0],-3.5266838,54.5752377,
[],[3614],Haverigg Repowering (Haverigg II),1.2,[0.22],[5.0],-3.3266321,54.2022542,
[],[3619],Beinneun Windfarm Extension,23.8,[3.4],[7.0],-4.9301952,57.128494,
[],[3651],Rosehill Wind Turbines,2.4,[0.8],[3.0],-3.8279938,56.0549086,
[],[3657],Twin Rivers,28.7,[2.05],[14.0],-0.7982763,53.6560214,
[],[3660],Penrhys Wind Farm/Ferndale Power Factory,6.4,[0.8],[8.0],-3.4649276,51.6567959,
[],[3664],Avonmouth Wind Power,8.2,[2.05],[4.0],-2.6748091,51.5138406,
[],[3668],Ben Aketil Extension,4.6,[2.3],[2.0],-6.4754803,57.4414745,
[],[3670],Lochcarnan Community Windfarm,6.9,[2.3],[3.0],-7.2948834,57.3589638,
[],[3671],The Grange Wind Farm,14,[2.0],[7.0],0.1672667,52.7510434,
[],[3672],Humphrey Group,5,[2.5],[2.0],1.1255743,52.3340884,
[],[3673],Rodbaston,4,[2.0],[2.0],-2.1114108,52.6993413,
[],[3674],Boundary Lane,6,[2.0],[3.0],-1.8847978,54.8986244,
[],[3676],Nutberry Wind Farm,15,[2.5],[6.0],-3.9458155,55.5743206,
[],[3677],Penny Hill Lane,19.8,[3.3],[6.0],-1.2863377,53.3830342,
[],[3681],West Knock Wind Cluster,2.4,[0.8],[3.0],-2.0260513,57.4940646,
[],[3682],Low Spinney Wind Farm,8,[2.0],[4.0],-1.176751,52.498945,
[],[3684],Westfield,12.5,[2.5],[5.0],-3.2668123,56.1719294,
[],[3685],Swinford Wind Farm,27.5,[0.4],[11.0],-1.1528102,52.4262513,
[],[3686],Burnt House Farm,6,[2.0],[3.0],-0.0263476,52.5350789,
[],[3688],Calder Water Community Wind Farm,28,[2.0],[14.0],-4.2078773,55.6468613,
[],[3690],Millour Hill Community Windfarm,18,[3.0],[6.0],-4.7740053,55.7381755,
[],[3691],Netherton of Windyhills,4.6,[2.3],[2.0],-2.8442619,57.6014233,
[],[3693],Gallowhill,1.8,[0.9],[2.0],-2.9904521,59.2982187,
[],[3694],Frodsham Marsh,50.4,[2.65],[19.0],-2.7645974,53.2966799,
[],[3695],Brechfa Forest West,57.4,[2.05],[28.0],-4.209109,51.9675098,
[],[3700],Spaldington Airfield,12.5,[2.5],[5.0],-0.8625019,53.7894053,
[],[3701],Hillhead of Auquhirie,6.9,[2.3],[3.0],-2.2888073,56.9412669,
[],[3702],Middleton Wind Farm,12,[2.0],[6.0],-4.4099271,55.7487518,
[],[3703],Orchard End,4,[2.0],[2.0],-2.850455,53.8964103,
[],[3705],Mynydd Bwllfa Wind Farm - Resubmission,22.5,[2.5],[9.0],-3.511945,51.7139409,
[],[3707],Tirgwynt,24.6,[2.05],[12.0],-3.4904808,52.6000401,
[],[3711],Garreg Lwyd,34,[2.0],[23.0],-3.2695294,52.4085493,
[],[3722],Little Byth,4.5,[1.5],[3.0],-2.2926703,57.6089777,
[],[3726],Oakdale Business Park,4,[2.0],[2.0],-3.1691138,51.6929229,
[],[3732],Boddington Reservoir,1.5,[1.5],[1.0],-1.2770104,52.1788641,
[],[3733],HMP Standford Hill,4.6,[2.3],[2.0],0.8418493,51.3889475,
[],[3735],Sancton Hill,10,[2.0],[5.0],-0.6042087,53.8475812,
[],[3738],Port of Sheerness Wind Farm (was Lappel Bank),8.2,[2.05],[4.0],0.7384731,51.4306783,
[],[3739],Stonish Hill (Bilsthorpe),10.3,[2.0],[5.0],-1.0149938,53.1481396,
[],[3741],Stags Holt Extension,2,[2.0],[1.0],0.1379262,52.5694094,
[],[3745],North Yell Wind Farm (Garth Community Wind Farm),4.5,[0.9],[5.0],-1.016061,60.6826805,
[],[3746],Glenurquhart and Strathglass Wind Farm project,10,[2.0],[5.0],-4.7459001,57.2827098,
[],[3748],Hyndburn Wind Farm,24,[2.0],[12.0],-2.3878338,53.7152796,
[],[3749],Tedder Hill Wind cluster,7.5,[2.5],[3.0],-0.0265619,53.7504014,
[],[3752],Lynemouth Windfarm (Resubmission),26,[2.0],[13.0],-1.5663409,55.2042694,
[],[3754],Wingates Wind Farm,15,[2.5],[6.0],-1.8676765,55.2457323,
[],[3757],Wathegar wind farm,10,[2.0],[5.0],-3.2395858,58.4399011,
[],[3758],Allt Dearg Wind Farmers LLP,10.8,[0.9],[12.0],-5.4867929,55.9319125,
[],[3761],Hameldon Hill extension,7.5,[2.5],[3.0],-2.2983456,53.7682909,
[],[3764],Dalby,7.2,[0.8],[9.0],-1.0343142,52.8054323,
[],[3765],Glass moor Extension,12,[2.0],[6.0],-0.0997526,52.5119698,
[],[3776],Upper Wheedlemont Farm,1.7,[0.85],[2.0],-2.8771507,57.3192306,
[],[3784],Shielburn Farm,6.9,[2.3],[3.0],-2.5355844,57.4935227,
[],[3791],Seamer Wind Farm - Hambleton,4,[2.0],[2.0],-1.2600751,54.4953692,
[],[3793],Newthorpe Wind Turbine,2.5,[2.5],[1.0],-1.2953386,52.9988639,
[],[3799],Torrance Farm,9,[3.0],[3.0],-3.7375953,55.874436,
[],[3802],Land at Overside and Greenwellheads Farms,9.2,[2.3],[4.0],-1.8975297,57.5828959,
[],[3806],Auchinderran Wind Farm,2.4,[0.8],[3.0],-2.6496989,57.5862116,
[],[3807],The Limes Wind Turbines,1.7,[0.85],[2.0],-0.2384628,53.7507992,
[],[3809],Milton of Fisherie Wind Cluster,4.6,[2.3],[2.0],-2.4101379,57.6196482,
[],[3810],Blantyre Muir Wind Farm,9,[3.0],[3.0],-4.1122492,55.7526409,
[],[3814],Lilbourne Wind Farm,10,[2.0],[5.0],-1.1591121,52.3860875,
[],[3819],Easter Melrose Wind Energy Project,1.5,[0.5],[3.0],-2.3762825,57.6582423,
[],[3827],Newton Marsh Wind Project,4.6,[2.3],[2.0],0.0071654,53.5089172,
[],[3828],North Pickenham Airfield,4,[2.0],[2.0],0.7332462,52.6286006,
[],[3835],Roos Wind Farm (Resubmission),17.1,[1.9],[9.0],-0.0610712,53.7453954,
[],[3836],Backhill of Yonderton Wind Cluster,4.6,[2.3],[2.0],-2.4178716,57.596486,
[],[3837],Spurness Wind Farm Repowering,10,[2.0],[5.0],-2.6940368,59.1941176,
[],[3840],St Johns Wells Wind Cluster Extension,3.2,[0.8],[4.0],-2.3325105,57.4278915,
[],[3850],Altaveedan Wind Farm,17.9,[2.35],[6.0],-6.2619868,55.0776738,
[],[3856],Ystgellog Farm Wind Farm,4.6,[2.3],[2.0],-4.3966951,53.3928339,
[],[3857],NEILSTON WIND FARM,9.2,[2.3],[4.0],-4.463202,55.7538328,
[],[3859],Greencroft Estate Turbines,4,[2.0],[2.0],-1.747424,54.8492928,
[],[3862],Crossness Sewage Works Turbine,2.5,[2.5],[1.0],0.1420333,51.5023652,
[],[3873],Muirhall Extension,6.8,[3.4],[2.0],-3.5773205,55.7541899,
[],[3887],Nash Waste Water Treatment Works Turbine,2.5,[2.5],[1.0],-2.958584,51.5515454,
[],[3890],Marston Vale Country Park Wind Turbine,1.5,[1.5],[1.0],-0.5292465,52.0639267,
[],[3896],Mynydd Y Gwrhyd Windfarm,4.7,[2.35],[2.0],-3.8443074,51.7810214,
[],[3904],Newton Down,5,[2.0],[2.0],-3.6645556,51.5008291,
[],[3905],North Steads Wind Farm,18.5,[3.0],[9.0],-1.6181569,55.268867,
[],[3911],Hill of Tillymorgan (Kirkton Farm) Wind turbines,9.6,[3.2],[3.0],-2.5808314,57.3977803,
[],[3915],LADEHEAD FARM - WIND TURBINES,2.4,[1.3],[3.0],-3.9301881,55.6458744,
[],[3917],Garlenick Estate 2 - Wind Turbines,4,[2.0],[2.0],-4.8834742,50.3038483,
[],[3918],Goonabarn Farm Wind Turbines,1,[0.5],[2.0],-4.965477,50.3459895,
[],[3924],Bloodhills - repowering,1,[0.5],[2.0],1.6673243,52.7132085,
[],[3925],Ardoch and Over Enoch Wind Farm (Ardoch),7.2,[2.5],[3.0],-4.2512412,55.7121991,
[],[3927],Avonmouth Port II,5,[2.5],[2.0],-2.6751309,51.5342297,
[],[3928],Tween Bridge Windfarm,44,[2.0],[22.0],-0.9080732,53.6122919,
[],[3931],Mynydd Portref,9.4,[0.85],[11.0],-3.4633758,51.5612639,
[],[3932],Fforch Nest Wind Farm pt2,17.5,[2.5],[7.0],-3.4929393,51.6144624,
[],[3935],Wadlow Wind Farm,26,[2.0],[13.0],0.301691,52.1560688,
[],[3936],Bradwell Wind Farm (Repower),20,[2.0],[10.0],0.922748,51.7179932,
[],[3937],Hazlehead,6,[2.0],[3.0],-1.7308983,53.5341586,
[],[3938],Kiln Pit Hill Windfarm,12,[2.0],[6.0],-1.9158214,54.8844452,
[],[3941],Otterham Down Wind Farm,3.2,[0.8],[4.0],-4.6068651,50.6911878,
[],[3942],Sixpenny Wood Windfarm,33,[3.3],[10.0],-0.7969959,53.7389465,
[],[3943],Earl's Hall,10.3,[2.05],[5.0],1.1122848,51.8126175,
[],[3944],Mawdesley Moss,2.3,[0.75],[3.0],-2.7744956,53.6394588,
[],[3948],Hall Farm Routh,24.6,[2.05],[12.0],-0.3624551,53.8816094,
[],[3953],Glenconway,18.4,[2.3],[8.0],-7.0235852,54.9764865,
[],[3955],Glenconway 2 (formerly Altahullion Phase III),27.6,[2.3],[12.0],-7.0348428,54.9603429,
[],[3956],Fforch Nest Wind Farm pt1,10,[2.5],[4.0],-3.4935199,51.6053845,
[],[3957],Hampole Wind Farm,8,[2.0],[4.0],-1.226717,53.5746258,
[],[3958],Blackstone Edge,7.5,[2.5],[3.0],-1.7046132,53.5439693,
[],[3962],Glenbuck II,6.9,[3.0],[5.0],-6.444547,54.9992684,
[],[3963],Marr Windfarm,8,[2.0],[4.0],-1.2411815,53.5328832,
[],[3964],Nissan Motors Plant Extn,2,[0.6],[3.0],-1.4740703,54.913994,
[],[3968],Hill of Fiddes,6.9,[2.3],[3.0],-2.1138701,57.3163058,
[],[3969],Dunmore,21,[3.0],[7.0],-6.823868,55.0965116,
[],[3971],Cotton Farm,20,[2.5],[8.0],-0.1967071,52.2598366,
[],[3972],Land at Flimby Hall Farm,6.2,[2.05],[3.0],-3.4926683,54.684202,
[],[3976],Carland Cross Wind Farm Repowering,20,[2.0],[10.0],-5.0460369,50.3491455,
[],[3978],Yelvertoft Wind Farm,16,[2.0],[8.0],-1.1508329,52.3752518,
[],[3980],Mains of Hatton,2.4,[0.8],[3.0],-2.5070427,57.4675421,
[],[3982],Tilbury Docks,12,[3.0],[4.0],0.3499984,51.4526504,
[],[3984],Seamer Windfarm - Stockton on Tees,6,[2.0],[3.0],-1.2574398,54.4909732,
[],[3985],South Sharpley Wind Farm (Revised),7.5,[2.5],[3.0],-1.4095509,54.833702,
[],[3986],Armistead Wind Farm,12,[2.0],[6.0],-2.6433355,54.2750268,
[],[3987],Withernwick,18,[2.0],[9.0],-0.1609377,53.8488771,
[],[3988],Loch Sminig Wind Project,2.7,[0.9],[3.0],-6.4997975,58.3832445,
[],[3992],Burton Pidsea (Wadworth Hill) Wind Farm,10.2,[3.4],[3.0],-0.1134603,53.7489747,
[],[4009],Drumderg,36.8,[2.3],[16.0],-3.3437987,56.6811484,
[],[4013],Novar Wind Farm (Extension),36.8,[2.3],[16.0],-4.437208,57.7140619,
[],[4019],Middlemoor,54,[3.0],[18.0],-1.7575976,55.4986679,
[],[4022],Braich Ddu,3.9,[1.3],[3.0],-3.4726457,52.9569602,
[],[4023],Drone Hill,28.6,[1.3],[22.0],-2.2584051,55.9048547,
[],[4026],Ray Wind Farm,54.4,[3.5],[16.0],-2.0684726,55.1698967,
[],[4027],Calliachar,32.2,[2.3],[14.0],-3.8764409,56.5656182,
[],[4029],High Pow Farm,3.9,[1.3],[3.0],-3.1722322,54.7737858,
[],[4033],Fullabrook Down Wind Farm,66,[3.0],[22.0],-4.1028343,51.1297611,
[],[4034],Little Raith Farm,25,[2.8],[9.0],-3.3045732,56.1085203,
[],[4039],Pant y wal,25,[2.5],[10.0],-3.5145191,51.5976728,
[],[4041],Crighshane,32.2,[2.0],[14.0],-7.7959894,54.6419988,
[],[4044],Green Rigg,36,[2.0],[18.0],-2.1254669,55.1323964,
[],[4047],Church Hill,18.4,[2.0],[8.0],-7.71799,54.654029,
[],[4054],Slieve Divena Phase 2 Wind Farm,18.8,[2.5],[8.0],-7.0993993,54.5134351,
[],[4055],Bankend Rig,14.3,[1.3],[11.0],-4.1380917,55.5759274,
[],[4056],Hill of Easterton Extension,2,[1.0],[2.0],-2.3936792,57.376506,
[],[4057],Batsworthy Cross,18,[2.0],[9.0],-3.6840921,50.9766915,
[],[4058],Slieve Kirk,73,[2.3],[12.0],-7.2550592,54.912491,
[],[4061],Mynydd y Betws,34.5,[2.3],[15.0],-3.9264958,51.7778905,
[],[4062],Ark Hill,6.4,[0.8],[8.0],-3.0492723,56.5694124,
[],[4063],Pentland Road Wind Farm,13.8,[2.3],[6.0],-6.501587,58.2326781,
[],[4066],Molly Mountain,15,[3.0],[5.0],-7.6288168,54.1941003,
[],[4067],Turncole Wind Farm,17.5,[2.0],[7.0],0.8693351,51.6417944,
[],[4068],Derby Sewage Treatment Works,5,[3.4],[2.0],-1.4190736,52.9104748,
[],[4069],Grange,12.3,[2.05],[6.0],-0.7004672,53.6353339,
[],[4070],Goole Fields ll Wind Farm,34.9,[2.05],[17.0],-0.8906884,53.666779,
[],[4072],Edintore Wind Farm,18,[3.0],[6.0],-2.9635119,57.5071815,
[],[4076],Common Barn Wind Farm,6.2,[3.0],[3.0],-0.2838443,52.2756703,
[],[4078],Clentrie Wind Farm (Gevens),6.9,[2.3],[3.0],-3.254204,56.1128196,
[],[4084],Kelmarsh Wind Farm (Resubmission),12.5,[2.5],[5.0],-0.9427787,52.4019263,
[],[4085],Torrance Farm Wind Park Extension,5.7,[3.0],[2.0],-3.7375953,55.874436,
[],[4093],Skeddoway Farm Wind Turbine,1.5,[1.5],[1.0],-3.1786198,56.1678592,
[],[4094],Middle Balbeggie Wind Turbines,6.4,[3.2],[2.0],-3.1642198,56.1564673,
[],[4097],Upper Holton Wind Farm,11.5,[2.3],[5.0],1.5367632,52.3642397,
[],[4104],Tallentire Hill,12,[2.0],[6.0],-3.3717571,54.7164524,
[],[4109],Meikle Carewe,10,[0.85],[12.0],-2.2751463,57.0171352,
[],[4112],Castlecraig,25,[2.5],[10.0],-7.5911897,54.621079,
[],[4113],East Midlands Airport,1,[0.25],[4.0],-1.3411519,52.8245479,
[],[4114],Kildrummy Windfarm,18.4,[2.3],[8.0],-2.962811,57.2733485,
[],[4116],Airfield Farm (Podington),8.6,[2.0],[3.0],-0.6057321,52.2310599,
[],[4121],Hill of Stroupster Windfarm,29.9,[2.5],[12.0],-3.1380267,58.579174,
[],[4125],Burnhead,26,[2.0],[13.0],-3.7809283,55.9071478,
[],[4133],Easter Tolmauds,1.6,[0.8],[2.0],-2.6174983,57.1518629,
[],[4138],Maerdy,24,[3.0],[8.0],-3.5128077,51.6903915,
[],[4140],Woodlands Barton Wind Project,4.6,[2.3],[2.0],-4.8147256,50.4251872,
[],[4141],Westnewton,6.2,[2.05],[3.0],-3.3489482,54.7736119,
[],[4142],Windyhill Road (Dunbeg) Wind Farm,42,[3.0],[14.0],-6.8223164,55.0873144,
[],[4156],Crockandun,15,[2.5],[6.0],-6.7782411,54.7375794,
[],[4159],Avonmouth Port - extension,9,[3.0],[3.0],-2.7093117,51.511443,
[],[4163],Barmoor South Wind Farm,13.8,[2.3],[6.0],-2.0236828,55.6384238,
[],[4164],Winwick,12.3,[2.3],[6.0],-1.0618785,52.3649901,
[],[4167],Sisters,8.2,[2.05],[4.0],-1.6093621,55.2519546,
[],[4168],East Youlstone Wind Farm,4,[2.0],[2.0],-4.4498228,50.9162289,
[],[4170],Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,6.9,[2.3],[3.0],-2.1665465,57.4513195,
[],[4174],Heysham South Wind Farm,7.5,[2.5],[3.0],-2.8711358,54.0317162,
[],[4175],Woolley Hill Wind Farm,10,[2.3],[4.0],-0.2953358,52.3437747,
[],[4177],Furness Wind Farm/High Winds (Harlock Repowering),11.5,[2.3],[5.0],-3.1454164,54.2056515,
[],[4179],Quixwood Moor,29.9,[2.3],[13.0],-2.3512253,55.8693763,
[],[4184],Auchadaduie Wind Farm,6.9,[2.3],[3.0],-5.6600404,55.5641687,
[],[4193],Mynydd Brombil Wind Farm,8,[2.0],[4.0],-3.7486339,51.5835232,
[],[4194],Mynydd Portref Wind Farm extension,12,[2.0],[6.0],-3.4574267,51.5626642,
[],[4200],Inverclyde Wind Farm (Corlic Hill),24,[3.0],[8.0],-4.7273293,55.9162201,
[],[4206],Ryder Point Quarry Wind Turbines,5,[2.5],[2.0],-1.6178321,53.0910692,
[],"[4210, 4210]",Burton Wold Wind Farm - Northern Extension,14.4,[1.6],[9.0],-0.6475336,52.3639576,
[],[4211],Pearie Law Wind Farm,19.2,[3.2],[6.0],-3.5639764,55.8200162,
[],[4218],Drumduff,8.5,[2.83],[3.0],-3.7701245,55.9061789,
[],[4223],Rhodders Wind Farm,12,[2.0],[6.0],-3.7823937,56.2041035,
[],[4227],Dunsland Cross Wind Farm,7.5,[3.0],[3.0],-4.2598008,50.8074815,
[],[4233],Potato Pot Wind Farm,6,[2.0],[3.0],-3.4867921,54.6055853,
[],[4235],Millour Hill Community Windfarm (Extension),6.4,[3.2],[2.0],-4.7740053,55.7381755,
[],[4240],Blantyre Muir Wind Farm extension,7.5,[2.5],[3.0],-4.1217605,55.7524979,
[],[4246],Corby Knowe,5,[1.6],[3.0],-6.1804929,54.7768386,
[],[4247],Earlsburn North (Kingsburn) Wind Farm,22.5,[2.5],[9.0],-4.1086102,56.0799678,
[],[4248],Wryde Croft,26,[2.0],[13.0],-0.0344352,52.6421946,
[],[4249],Brockaghboy Wind Farm,37.5,[2.5],[15.0],-6.7306059,54.9327236,
[],[4250],Wandylaw,20.5,[1.95],[10.0],-1.7879912,55.5166051,
[],[4253],Black Law Extension - 1a,48.4,[1.67],[29.0],-3.7548872,55.7763267,
[],[4255],Crockbaravally Wind Farm,7.5,[2.5],[3.0],-7.0398243,54.5155544,
[],[4256],Bishopthorpe,16.4,[2.0],[8.0],0.0015768,53.5152418,
